# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May  6 10:43:37 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,st_dist,st_teff,pl_disc,pl_facility,pl_pelink,pl_edelink
HD 40307 g,Radial Velocity,5,197.80000000,0.600000,0.290000,,0.02230,,12.94,4956.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/hd_40307_g/,
HD 40956 b,Radial Velocity,1,578.60000000,1.400000,0.240000,,2.70000,,116.99,4869.00,2017,Multiple Observatories,http://exoplanet.eu/catalog/hd_40956_b/,
HD 40979 b,Radial Velocity,1,264.14999000,0.850000,0.250000,,4.67000,,34.12,6165.00,2002,Multiple Observatories,http://exoplanet.eu/catalog/hd_40979_b/,http://exoplanets.org/detail/HD_40979_b
HD 41004 A b,Radial Velocity,1,963.00000000,,0.740000,,2.54000,,43.03,5010.00,2004,La Silla Observatory,http://exoplanet.eu/catalog/hd_41004_a_b/,
HD 41004 B b,Radial Velocity,1,1.32830000,,0.081000,,18.37000,,43.03,,2003,La Silla Observatory,http://exoplanet.eu/catalog/hd_41004_b_b/,
HD 4113 b,Radial Velocity,1,526.62000000,1.280000,0.903000,,1.56000,,41.92,5688.00,2007,La Silla Observatory,http://exoplanet.eu/catalog/hd_4113_b/,http://exoplanets.org/detail/HD_4113_b
HD 42012 b,Radial Velocity,1,857.50000000,1.670000,0.200000,,1.60000,,36.84,5405.00,2017,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_42012_b/,
HD 4203 b,Radial Velocity,2,431.88000000,1.170000,0.520000,,2.23000,,81.57,5596.00,2001,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_4203_b/,http://exoplanets.org/detail/HD_4203_b
HD 4203 c,Radial Velocity,2,6700.00000000,6.950000,0.240000,,2.17000,,81.57,5596.00,2014,Gemini Observatory,http://exoplanet.eu/catalog/hd_4203_c/,
HD 4208 b,Radial Velocity,1,832.97000000,1.662000,0.042000,,0.81000,,34.23,5717.00,2001,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_4208_b/,http://exoplanets.org/detail/HD_4208_b
HD 42618 b,Radial Velocity,1,149.61000000,0.554000,0.190000,,0.04531,,24.35,5727.00,2016,Multiple Observatories,http://exoplanet.eu/catalog/hd_42618_b/,
HD 4308 b,Radial Velocity,1,15.56000000,0.120000,0.000000,,0.05000,,22.03,5686.00,2005,La Silla Observatory,http://exoplanet.eu/catalog/hd_4308_b/,http://exoplanets.org/detail/HD_4308_b
HD 4313 b,Radial Velocity,1,356.21000000,1.157000,0.147000,,1.92700,,136.82,4943.00,2009,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_4313_b/,http://exoplanets.org/detail/HD_4313_b
HD 43197 b,Radial Velocity,1,327.80000000,0.920000,0.830000,,0.60000,,56.30,5508.00,2010,La Silla Observatory,http://exoplanet.eu/catalog/hd_43197_b/,http://exoplanets.org/detail/HD_43197_b
HD 43691 b,Radial Velocity,1,36.99870000,0.238000,0.079600,,2.55000,,85.81,6093.00,2007,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_43691_b/,http://exoplanets.org/detail/HD_43691_b
HD 44219 b,Radial Velocity,1,472.30000000,1.190000,0.610000,,0.58000,,50.40,5752.00,2010,La Silla Observatory,http://exoplanet.eu/catalog/hd_44219_b/,http://exoplanets.org/detail/HD_44219_b
HD 45184 b,Radial Velocity,2,5.88540000,0.064400,0.070000,,0.03840,,21.88,5869.00,2019,La Silla Observatory,http://exoplanet.eu/catalog/hd_45184_b/,
HD 45184 c,Radial Velocity,2,13.13540000,0.110000,0.070000,,0.02770,,21.88,5869.00,2019,La Silla Observatory,,
HD 45350 b,Radial Velocity,1,963.60000000,1.920000,0.778000,,1.79000,,46.94,5616.00,2004,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_45350_b/,http://exoplanets.org/detail/HD_45350_b
HD 45364 b,Radial Velocity,2,226.93000000,0.681300,0.168400,,0.18720,,34.39,5434.00,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_45364_b/,http://exoplanets.org/detail/HD_45364_b
HD 45364 c,Radial Velocity,2,342.85000000,0.897200,0.097400,,0.65790,,34.39,5434.00,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_45364_c/,http://exoplanets.org/detail/HD_45364_c
HD 45652 b,Radial Velocity,1,44.07300000,0.237000,0.607000,,0.43300,,34.89,5294.00,2008,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_45652_b/,http://exoplanets.org/detail/HD_45652_b
HD 46375 b,Radial Velocity,1,3.02357300,0.039800,0.063000,,0.22600,,29.58,5285.00,2000,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_46375_b/,http://exoplanets.org/detail/HD_46375_b
HD 47186 b,Radial Velocity,2,4.08450000,0.050000,0.040000,,0.07000,,37.50,5657.00,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_47186_b/,http://exoplanets.org/detail/HD_47186_b
HD 47186 c,Radial Velocity,2,1353.60000000,2.395000,0.249000,,0.35061,,37.50,5657.00,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_47186_c/,http://exoplanets.org/detail/HD_47186_c
HD 4732 b,Radial Velocity,2,360.20000000,1.190000,0.130000,,2.37000,,54.87,4959.00,2012,Multiple Observatories,http://exoplanet.eu/catalog/hd_4732_b/,http://exoplanets.org/detail/HD_4732_b
HD 4732 c,Radial Velocity,2,2732.00000000,4.600000,0.230000,,2.37000,,54.87,4959.00,2012,Multiple Observatories,http://exoplanet.eu/catalog/hd_4732_c/,http://exoplanets.org/detail/HD_4732_c
HD 47366 b,Radial Velocity,2,359.15000000,1.280000,0.060000,,2.30000,,84.56,4914.00,2016,Okayama Astrophysical Observatory,http://exoplanet.eu/catalog/hd_47366_b/,
HD 47366 c,Radial Velocity,2,682.85000000,1.970000,0.100000,,1.88000,,84.56,4914.00,2016,Okayama Astrophysical Observatory,http://exoplanet.eu/catalog/hd_47366_c/,
HD 47536 b,Radial Velocity,1,712.13000000,1.930000,0.200000,,7.32000,,122.95,4424.00,2002,La Silla Observatory,http://exoplanet.eu/catalog/hd_47536_b/,
HD 48265 b,Radial Velocity,1,778.51000000,1.814000,0.211000,,1.52500,,90.78,5733.00,2008,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_48265_b/,http://exoplanets.org/detail/HD_48265_b
HD 4917 b,Radial Velocity,1,400.50000000,1.167000,0.066000,,1.61500,,205.45,4802.00,2018,W. M. Keck Observatory,,
HD 49674 b,Radial Velocity,1,4.94737000,0.060000,0.090000,,0.10000,,43.09,5602.00,2002,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_49674_b/,http://exoplanets.org/detail/HD_49674_b
HD 50499 b,Radial Velocity,2,2447.10000000,3.833000,0.266000,,1.63600,,46.35,6102.00,2005,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_50499_b/,http://exoplanets.org/detail/HD_50499_b
HD 50499 c,Radial Velocity,2,8619.90000000,9.020000,0.000000,,2.93000,,46.35,6102.00,2019,La Silla Observatory,http://exoplanet.eu/catalog/hd_50499_c/,
HD 50554 b,Radial Velocity,1,1293.00000000,2.353000,0.501000,,4.95400,,31.19,5987.00,2002,Lick Observatory,http://exoplanet.eu/catalog/hd_50554_b/,http://exoplanets.org/detail/HD_50554_b
HD 51608 b,Radial Velocity,2,14.07260000,0.105900,0.090000,,0.04020,,34.83,5358.00,2019,La Silla Observatory,http://exoplanet.eu/catalog/hd_51608_b/,
HD 51608 c,Radial Velocity,2,95.94460000,0.380900,0.140000,,0.04500,,34.83,5358.00,2019,La Silla Observatory,http://exoplanet.eu/catalog/hd_51608_c/,
HD 52265 b,Radial Velocity,1,119.27000000,0.520000,0.270000,,1.21000,,30.01,6136.00,2000,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_52265_b/,http://exoplanets.org/detail/HD_52265_b
HD 5319 b,Radial Velocity,2,637.10000000,1.570000,0.092000,,1.55600,,121.83,4871.00,2007,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_5319_b/,http://exoplanets.org/detail/HD_5319_b
HD 5319 c,Radial Velocity,2,872.20000000,1.930000,0.183000,,1.05300,,121.83,4871.00,2014,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_5319_c/,
HD 55696 b,Radial Velocity,1,1827.00000000,3.180000,0.705000,,3.87000,,78.15,6012.00,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_55696_b/,
HD 5583 b,Radial Velocity,1,139.35000000,0.530000,0.076000,,5.78000,,221.00,4830.00,2016,Roque de los Muchachos Observatory,http://exoplanet.eu/catalog/hd_5583_b/,
HD 5608 b,Radial Velocity,1,779.90000000,1.911000,0.056000,,1.68100,,58.21,4877.00,2012,Okayama Astrophysical Observatory,http://exoplanet.eu/catalog/hd_5608_b/,http://exoplanets.org/detail/HD_5608_b
HD 564 b,Radial Velocity,1,492.30000000,1.200000,0.096000,,0.33000,,53.60,5902.00,2014,La Silla Observatory,http://exoplanet.eu/catalog/hd_564_b/,
HD 5891 b,Radial Velocity,1,177.11000000,0.640000,0.070000,,7.63000,,285.75,4673.00,2011,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_5891_b/,http://exoplanets.org/detail/HD_5891_b
HD 59686 A b,Radial Velocity,1,299.36000000,1.086000,0.050000,,6.92000,,96.80,4658.00,2016,Lick Observatory,http://exoplanet.eu/catalog/hd_59686_a_b/,
HD 60532 b,Radial Velocity,2,201.90000000,0.770000,0.260000,,1.06000,,25.99,6245.00,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_60532_b/,http://exoplanets.org/detail/HD_60532_b
HD 60532 c,Radial Velocity,2,600.10000000,1.600000,0.030000,,2.51000,,25.99,6245.00,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_60532_c/,http://exoplanets.org/detail/HD_60532_c
HD 62509 b,Radial Velocity,1,589.64000000,1.640000,0.020000,,2.30000,,10.34,4946.00,2006,Multiple Observatories,http://exoplanet.eu/catalog/hd_62509_b/,http://exoplanets.org/detail/beta_Gem_b
HD 63454 b,Radial Velocity,1,2.81805000,0.040000,0.000000,,0.25000,,37.73,4812.00,2005,La Silla Observatory,http://exoplanet.eu/catalog/hd_63454_b/,http://exoplanets.org/detail/HD_63454_b
HD 63765 b,Radial Velocity,1,358.00000000,0.940000,0.240000,,0.53000,,32.57,5449.00,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_63765_b/,http://exoplanets.org/detail/HD_63765_b
HD 64114 b,Radial Velocity,1,45.79100000,0.246000,0.120000,,0.05600,,31.55,5676.00,2019,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_64114_b/,
HD 6434 b,Radial Velocity,1,21.99800000,0.140000,0.170000,,0.49000,,42.41,5769.00,2003,La Silla Observatory,http://exoplanet.eu/catalog/hd_6434_b/,http://exoplanets.org/detail/HD_6434_b
HD 65216 b,Radial Velocity,2,577.60000000,1.301000,0.270000,,1.29500,,35.16,5612.00,2003,La Silla Observatory,http://exoplanet.eu/catalog/hd_65216_b/,http://exoplanets.org/detail/HD_65216_b
HD 65216 c,Radial Velocity,2,5370.00000000,5.750000,0.170000,,2.03000,,35.16,5612.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/hd_65216_c/,
HD 66141 b,Radial Velocity,1,480.50000000,1.200000,0.070000,,6.00000,,68.16,4323.00,2012,Bohyunsan Optical Astronomical Observatory,http://exoplanet.eu/catalog/hd_66141_b/,
HD 66428 b,Radial Velocity,1,2263.12000000,3.467000,0.493000,,3.20400,,53.36,5773.00,2005,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_66428_b/,http://exoplanets.org/detail/HD_66428_b
HD 67087 b,Radial Velocity,2,352.20000000,1.080000,0.170000,,3.06000,,76.69,6330.00,2015,Multiple Observatories,http://exoplanet.eu/catalog/hd_67087_b/,
HD 67087 c,Radial Velocity,2,2374.00000000,3.860000,0.760000,,4.85000,,76.69,6330.00,2015,Multiple Observatories,http://exoplanet.eu/catalog/hd_67087_c/,
HD 6718 b,Radial Velocity,1,2496.00000000,3.550000,0.100000,,1.68000,,51.42,5801.00,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_6718_b/,http://exoplanets.org/detail/HD_6718_b
HD 68402 b,Radial Velocity,1,1103.00000000,2.180000,0.030000,,3.07000,,78.61,5950.00,2016,Multiple Observatories,http://exoplanet.eu/catalog/hd_68402_b/,
HD 68988 b,Radial Velocity,1,6.27711000,0.070000,0.120000,,1.97000,,60.95,5932.00,2001,Multiple Observatories,http://exoplanet.eu/catalog/hd_68988_b/,http://exoplanets.org/detail/HD_68988_b
HD 69830 b,Radial Velocity,3,8.66700000,0.078500,0.100000,,0.03210,,12.56,5385.00,2006,La Silla Observatory,http://exoplanet.eu/catalog/hd_69830_b/,http://exoplanets.org/detail/HD_69830_b
HD 69830 c,Radial Velocity,3,31.56000000,0.186000,0.130000,,0.03710,,12.56,5385.00,2006,La Silla Observatory,http://exoplanet.eu/catalog/hd_69830_c/,http://exoplanets.org/detail/HD_69830_c
HD 69830 d,Radial Velocity,3,197.00000000,0.630000,0.070000,,0.05700,,12.56,5385.00,2006,La Silla Observatory,http://exoplanet.eu/catalog/hd_69830_d/,http://exoplanets.org/detail/HD_69830_d
HD 70573 b,Radial Velocity,1,851.80000000,1.760000,0.400000,,6.10000,,45.70,5737.00,2007,La Silla Observatory,http://exoplanet.eu/catalog/hd_70573_b/,
HD 70642 b,Radial Velocity,1,2124.54000000,3.318000,0.175000,,1.99300,,29.30,5732.00,2003,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_70642_b/,http://exoplanets.org/detail/HD_70642_b
HD 7199 b,Radial Velocity,1,615.00000000,1.360000,0.190000,,0.27000,,36.19,5371.00,2011,La Silla Observatory,http://exoplanet.eu/catalog/hd_7199_b/,http://exoplanets.org/detail/HD_7199_b
HD 72490 b,Radial Velocity,1,858.00000000,1.880000,0.124000,,1.76800,,126.79,4934.00,2018,W. M. Keck Observatory,,
HD 72659 b,Radial Velocity,1,3658.00000000,4.750000,0.220000,,3.85000,,51.97,5932.00,2002,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_72659_b/,http://exoplanets.org/detail/HD_72659_b
HD 72892 b,Radial Velocity,1,39.47500000,0.228000,0.423000,,5.45000,,69.87,5688.00,2016,Multiple Observatories,http://exoplanet.eu/catalog/hd_72892_b/,
HD 73267 b,Radial Velocity,1,1245.36000000,2.187000,0.230000,,3.09700,,54.91,5387.00,2008,La Silla Observatory,http://exoplanet.eu/catalog/hd_73267_b/,http://exoplanets.org/detail/HD_73267_b
HD 73526 b,Radial Velocity,2,188.30000000,0.650000,0.190000,,3.08000,,97.51,5601.00,2002,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_73526_b/,http://exoplanets.org/detail/HD_73526_b
HD 73526 c,Radial Velocity,2,379.10000000,1.030000,0.280000,,2.25000,,97.51,5601.00,2005,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_73526_c/,http://exoplanets.org/detail/HD_73526_c
HD 73534 b,Radial Velocity,1,1750.00000000,2.990000,0.126000,,1.11200,,83.53,4917.00,2008,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_73534_b/,http://exoplanets.org/detail/HD_73534_b
HD 74156 b,Radial Velocity,2,51.64500000,0.292000,0.627000,,1.80000,,64.60,6068.00,2003,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_74156_b/,http://exoplanets.org/detail/HD_74156_b
HD 74156 c,Radial Velocity,2,2473.00000000,3.850000,0.432000,,8.06000,,64.60,6068.00,2003,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_74156_c/,http://exoplanets.org/detail/HD_74156_c
HD 7449 b,Radial Velocity,1,1255.50000000,2.380000,0.920000,,0.50800,,38.71,6024.00,2011,La Silla Observatory,http://exoplanet.eu/catalog/hd_7449_b/,http://exoplanets.org/detail/HD_7449_b
HD 75289 b,Radial Velocity,1,3.50927000,0.050000,0.030000,,0.49000,,29.14,6117.00,1999,La Silla Observatory,http://exoplanet.eu/catalog/hd_75289_b/,http://exoplanets.org/detail/HD_75289_b
HD 75784 b,Radial Velocity,2,341.20000000,1.032000,0.097000,,1.00000,,85.64,4867.00,2014,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_75784_b/,
HD 75784 c,Radial Velocity,2,7900.00000000,8.400000,0.489000,,5.64000,,85.64,4867.00,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_75784_c/,
HD 75898 b,Radial Velocity,1,422.90000000,1.191000,0.110000,,2.71000,,78.23,5963.00,2007,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_75898_b/,http://exoplanets.org/detail/HD_75898_b
HD 76700 b,Radial Velocity,1,3.97097000,0.050000,0.090000,,0.21000,,60.99,5644.00,2002,Anglo-Australian Telescope,http://exoplanet.eu/catalog/hd_76700_b/,http://exoplanets.org/detail/HD_76700_b
HD 76920 b,Radial Velocity,1,415.40000000,1.149000,0.856000,,3.93000,,184.80,4698.00,2017,Multiple Observatories,http://exoplanet.eu/catalog/hd_76920_b/,
HD 77338 b,Radial Velocity,1,5.73610000,0.060000,0.090000,,0.06000,,46.00,5341.00,2012,La Silla Observatory,http://exoplanet.eu/catalog/hd_77338_b/,http://exoplanets.org/detail/HD_77338_b
HD 7924 b,Radial Velocity,3,5.39792000,0.060000,0.060000,,0.02000,,17.00,5131.00,2008,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_7924_b/,http://exoplanets.org/detail/HD_7924_b
HD 7924 c,Radial Velocity,3,15.29900000,0.113400,0.098000,,0.02473,,17.00,5131.00,2015,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_7924_c/,
HD 7924 d,Radial Velocity,3,24.45100000,0.155100,0.210000,,0.02026,,17.00,5131.00,2015,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_7924_d/,
HD 79498 b,Radial Velocity,1,1807.00000000,2.980000,0.575000,,1.34000,,49.02,5748.00,2011,McDonald Observatory,http://exoplanet.eu/catalog/hd_79498_b/,http://exoplanets.org/detail/HD_79498_b
HD 80606 b,Radial Velocity,1,111.43670000,,0.930000,89.290,4.38000,1.070,66.60,5561.00,2001,Multiple Observatories,http://exoplanet.eu/catalog/hd_80606_b/,http://exoplanets.org/detail/HD_80606_b
HD 80653 b,Transit,1,0.71957300,0.016600,,82.100,0.01762,0.144,109.86,,2020,K2,http://exoplanet.eu/catalog/hd_80653_b/,
HD 81040 b,Radial Velocity,1,1001.70001000,1.940000,0.530000,,7.27000,,34.47,5755.00,2005,Multiple Observatories,http://exoplanet.eu/catalog/hd_81040_b/,http://exoplanets.org/detail/HD_81040_b
HD 81688 b,Radial Velocity,1,184.02000000,0.810000,0.000000,,2.70000,,85.92,4753.00,2007,Okayama Astrophysical Observatory,http://exoplanet.eu/catalog/hd_81688_b/,http://exoplanets.org/detail/HD_81688_b
HD 82886 b,Radial Velocity,1,705.00000000,1.580000,0.070000,,2.33000,,127.52,4953.00,2011,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_82886_b/,http://exoplanets.org/detail/HD_82886_b
HD 82943 b,Radial Velocity,2,441.47000000,1.183060,0.162000,90.000,1.68100,,27.61,6016.00,2003,La Silla Observatory,http://exoplanet.eu/catalog/hd_82943_b/,http://exoplanets.org/detail/HD_82943_b
HD 82943 c,Radial Velocity,2,220.07800000,0.743450,0.366300,90.000,1.95900,,27.61,6016.00,2003,La Silla Observatory,http://exoplanet.eu/catalog/hd_82943_c/,http://exoplanets.org/detail/HD_82943_c
HD 8326 b,Radial Velocity,1,158.99100000,0.533000,0.200000,,0.20955,,30.71,4914.00,2019,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_8326_b/,
HD 83443 b,Radial Velocity,1,2.98570000,0.040000,0.010000,,0.34000,,40.95,5442.00,2002,Multiple Observatories,http://exoplanet.eu/catalog/hd_83443_b/,http://exoplanets.org/detail/HD_83443_b
HD 8535 b,Radial Velocity,1,1313.00000000,2.450000,0.150000,,0.68000,,52.50,6136.00,2010,La Silla Observatory,http://exoplanet.eu/catalog/hd_8535_b/,http://exoplanets.org/detail/HD_8535_b
HD 85390 b,Radial Velocity,1,799.52000000,1.373000,0.500000,,0.09900,,33.56,5186.00,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_85390_b/,http://exoplanets.org/detail/HD_85390_b
HD 85512 b,Radial Velocity,1,58.43000000,0.260000,0.110000,,0.01000,,11.28,4300.00,2011,La Silla Observatory,http://exoplanet.eu/catalog/hd_85512_b/,http://exoplanets.org/detail/HD_85512_b
HD 8574 b,Radial Velocity,1,227.00000000,0.760000,0.300000,,2.03000,,44.88,6064.00,2002,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_8574_b/,http://exoplanets.org/detail/HD_8574_b
HD 86081 b,Radial Velocity,1,2.13784310,0.034600,0.011900,,1.48000,,104.24,5939.00,2006,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_86081_b/,http://exoplanets.org/detail/HD_86081_b
HD 86226 b,Radial Velocity,1,1695.00000000,2.840000,0.150000,,0.92000,,45.74,5903.00,2009,Las Campanas Observatory,http://exoplanet.eu/catalog/hd_86226_b/,
HD 86264 b,Radial Velocity,1,1475.00000000,2.860000,0.700000,,7.00000,,67.94,6210.00,2009,Lick Observatory,http://exoplanet.eu/catalog/hd_86264_b/,http://exoplanets.org/detail/HD_86264_b
HD 8673 b,Radial Velocity,1,1634.00000000,3.020000,0.723000,,14.20000,,37.90,6472.00,2009,Thueringer Landessternwarte Tautenburg,http://exoplanet.eu/catalog/hd_8673_b/,
HD 86950 b,Radial Velocity,1,1270.00000000,2.720000,0.170000,,3.60000,,211.10,4805.00,2016,Multiple Observatories,http://exoplanet.eu/catalog/hd_86950_b/,
HD 87646 b,Radial Velocity,1,13.48100000,0.117000,0.050000,,12.40000,,135.17,5770.00,2016,Apache Point Observatory,http://exoplanet.eu/catalog/hd_87646_a_b/,
HD 87883 b,Radial Velocity,1,2754.00000000,3.580000,0.530000,,1.54000,,18.30,4915.00,2009,Lick Observatory,http://exoplanet.eu/catalog/hd_87883_b/,http://exoplanets.org/detail/HD_87883_b
HD 88133 b,Radial Velocity,1,3.41488400,0.047900,0.031000,,0.28450,,73.77,5392.00,2004,W. M. Keck Observatory,http://exoplanet.eu/catalog/hd_88133_b/,http://exoplanets.org/detail/HD_88133_b
HD 89307 b,Radial Velocity,1,2166.00000000,3.270000,0.200000,,2.11000,,32.04,5955.00,2009,Lick Observatory,http://exoplanet.eu/catalog/hd_89307_b/,http://exoplanets.org/detail/HD_89307_b
HD 89345 b,Transit,1,11.81430000,0.106600,0.220000,87.210,0.11000,0.660,132.80,5576.00,2018,K2,http://exoplanet.eu/catalog/hd_89345_b/,
HD 89744 b,Radial Velocity,1,256.78000000,0.917000,0.677000,,8.35000,,38.68,6291.00,1999,Fred Lawrence Whipple Observatory,http://exoplanet.eu/catalog/hd_89744_b/,http://exoplanets.org/detail/HD_89744_b
HD 90156 b,Radial Velocity,1,49.77000000,0.250000,0.310000,,0.05700,,21.96,5599.00,2009,La Silla Observatory,http://exoplanet.eu/catalog/hd_90156_b/,http://exoplanets.org/detail/HD_90156_b
HD 9174 b,Radial Velocity,1,1179.00000000,2.200000,0.120000,,1.11000,,81.68,5577.00,2016,Multiple Observatories,http://exoplanet.eu/catalog/hd_9174_b/,
HD 92788 b,Radial Velocity,2,325.80300000,0.970000,0.350000,,3.76000,,34.69,5744.00,2000,Multiple Observatories,http://exoplanet.eu/catalog/hd_92788_b/,http://exoplanets.org/detail/HD_92788_b
HD 92788 c,Radial Velocity,2,11611.29750000,10.500000,0.460000,,3.67000,,34.69,5744.00,2019,La Silla Observatory,http://exoplanet.eu/catalog/hd_92788_c/,
HD 92987 b,Radial Velocity,1,10354.83750000,9.620000,0.210000,,16.88000,,43.59,5770.00,2019,La Silla Observatory,http://exoplanet.eu/catalog/hd_92987_b/,
HD 93083 b,Radial Velocity,1,143.58000000,0.477000,0.140000,,0.37000,,28.54,4995.00,2005,La Silla Observatory,http://exoplanet.eu/catalog/hd_93083_b/,http://exoplanets.org/detail/HD_93083_b
HD 9446 b,Radial Velocity,2,30.05200000,0.189000,0.200000,,0.70000,,50.42,5793.00,2009,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_9446_b/,http://exoplanets.org/detail/HD_9446_b
HD 9446 c,Radial Velocity,2,192.90000000,0.654000,0.060000,,1.82000,,50.42,5793.00,2009,Haute-Provence Observatory,http://exoplanet.eu/catalog/hd_9446_c/,http://exoplanets.org/detail/HD_9446_c
